,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
12,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 15, 18)",[0.83809524 0.83809524 0.81690141 0.82857143 0.82296651],0.828925964,"('id_student', 'gender', 'region', 'highest_education', 'imd_band', 'age_band', 'num_of_prev_attempts', 'studied_credits', 'disability', 'total_score', 'oucontent', 'page')",0.01072863,0.008347238,0.004173619
13,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 15, 18)",[0.83253589 0.83809524 0.81132075 0.83253589 0.81730769],0.826359091,"('id_student', 'gender', 'region', 'highest_education', 'imd_band', 'age_band', 'num_of_prev_attempts', 'studied_credits', 'disability', 'total_score', 'glossary', 'oucontent', 'page')",0.013134165,0.010218827,0.005109413
14,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 15, 18)",[0.82692308 0.83253589 0.80382775 0.83091787 0.8115942 ],0.821159758,"('id_student', 'gender', 'region', 'highest_education', 'imd_band', 'age_band', 'num_of_prev_attempts', 'studied_credits', 'disability', 'total_score', 'externalquiz', 'glossary', 'oucontent', 'page')",0.014651767,0.011399572,0.005699786
15,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 15, 16, 18)",[0.82692308 0.82296651 0.80769231 0.83091787 0.8115942 ],0.820018794,"('id_student', 'gender', 'region', 'highest_education', 'imd_band', 'age_band', 'num_of_prev_attempts', 'studied_credits', 'disability', 'total_score', 'externalquiz', 'glossary', 'oucontent', 'ouelluminate', 'page')",0.011468139,0.008922602,0.004461301
16,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 15, 16, 17, 18)",[0.82125604 0.81730769 0.80193237 0.82524272 0.8115942 ],0.815466604,"('id_student', 'gender', 'region', 'highest_education', 'imd_band', 'age_band', 'num_of_prev_attempts', 'studied_credits', 'disability', 'total_score', 'externalquiz', 'glossary', 'oucontent', 'ouelluminate', 'ouwiki', 'page')",0.010452041,0.008132043,0.004066022
17,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18)",[0.81904762 0.80193237 0.8115942  0.82692308 0.80382775],0.812665003,"('id_student', 'gender', 'region', 'highest_education', 'imd_band', 'age_band', 'num_of_prev_attempts', 'studied_credits', 'disability', 'total_score', 'externalquiz', 'glossary', 'homepage', 'oucontent', 'ouelluminate', 'ouwiki', 'page')",0.012036028,0.009364439,0.004682219
18,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 21)",[0.82125604 0.7961165  0.8195122  0.81553398 0.7961165 ],0.809707045,"('id_student', 'gender', 'region', 'highest_education', 'imd_band', 'age_band', 'num_of_prev_attempts', 'studied_credits', 'disability', 'total_score', 'externalquiz', 'glossary', 'homepage', 'oucontent', 'ouelluminate', 'ouwiki', 'page', 'url')",0.014460282,0.011250591,0.005625295
19,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 21)",[0.82464455 0.79227053 0.81372549 0.8115942  0.78640777],0.805728508,"('id_student', 'gender', 'region', 'highest_education', 'imd_band', 'age_band', 'num_of_prev_attempts', 'studied_credits', 'disability', 'total_score', 'externalquiz', 'forumng', 'glossary', 'homepage', 'oucontent', 'ouelluminate', 'ouwiki', 'page', 'url')",0.018272687,0.014216771,0.007108386
20,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 21)",[0.82296651 0.7961165  0.8115942  0.7902439  0.77669903],0.799524029,"('id_student', 'gender', 'region', 'highest_education', 'imd_band', 'age_band', 'num_of_prev_attempts', 'studied_credits', 'disability', 'total_number_of_click', 'total_score', 'externalquiz', 'forumng', 'glossary', 'homepage', 'oucontent', 'ouelluminate', 'ouwiki', 'page', 'url')",0.020835604,0.016210808,0.008105404
21,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21)",[0.81730769 0.79227053 0.80582524 0.78431373 0.76699029],0.793341497,"('id_student', 'gender', 'region', 'highest_education', 'imd_band', 'age_band', 'num_of_prev_attempts', 'studied_credits', 'disability', 'total_number_of_click', 'total_score', 'externalquiz', 'forumng', 'glossary', 'homepage', 'oucontent', 'ouelluminate', 'ouwiki', 'page', 'resource', 'url')",0.022315672,0.017362351,0.008681175
22,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21)",[0.80582524 0.7804878  0.8097561  0.75621891 0.76923077],0.784303764,"('id_student', 'gender', 'region', 'highest_education', 'imd_band', 'age_band', 'num_of_prev_attempts', 'studied_credits', 'disability', 'total_number_of_click', 'total_score', 'externalquiz', 'forumng', 'glossary', 'homepage', 'oucontent', 'ouelluminate', 'ouwiki', 'page', 'resource', 'subpage', 'url')",0.026599693,0.020695465,0.010347732
