code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_number_of_click,total_score,externalquiz,forumng,glossary,homepage,oucontent,ouelluminate,ouwiki,page,resource,subpage,url,date_registration,date_unregistration,final_result
1,1,72451,1,1,1,9,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,-15,0
1,1,76536,0,7,1,6,0,1,120,0,18,10.285,0,6,0,7,0,0,0,0,0,0,1,13,0,1
1,1,77763,1,0,3,2,1,0,150,0,1354,157.97,14,70,3,101,28,7,22,1,91,176,33,-37,0,1
1,1,81351,1,10,3,9,1,1,60,1,817,71.005,13,48,0,93,48,1,9,0,43,71,36,-12,0,1
1,1,86047,0,4,3,2,0,0,60,0,890,89.285,10,47,0,44,25,7,13,1,43,112,20,-60,0,1
1,1,87107,0,11,3,7,0,0,60,0,861,78.97,3,88,0,77,37,0,8,0,53,72,33,-22,0,1
1,1,89051,1,6,2,3,1,0,120,1,1163,154.095,21,66,0,109,44,1,15,0,43,125,48,-78,0,1
1,1,90836,1,7,2,5,0,0,180,1,205,0,5,2,0,23,13,0,3,0,19,27,16,-128,0,1
1,1,92775,0,5,1,0,0,1,60,1,10981,25.75,65,349,3,221,64,67,46,2,128,614,217,-225,0,1
1,1,94923,0,10,1,3,0,2,90,0,444,34.17,5,34,0,33,11,1,8,1,31,69,1,-55,0,1
1,1,94964,0,11,1,4,0,0,60,0,199,6.43,2,19,0,11,4,0,0,1,11,34,5,-24,0,1
1,1,95356,0,10,3,2,0,0,90,0,205,30.51,10,0,0,29,14,0,0,0,9,39,3,-110,203,0
1,1,96592,0,9,3,2,0,0,60,0,776,144.995,9,43,0,46,24,0,13,1,48,63,27,-68,0,1
1,1,96945,1,7,2,3,0,0,90,0,9,0,0,0,0,2,1,0,0,0,0,1,0,-31,11,0
1,1,103904,1,8,3,7,0,0,60,0,1579,162.5,21,142,0,97,10,4,10,1,74,146,31,-22,0,1
1,1,108565,1,11,2,2,0,0,60,0,203,1.26,3,9,0,9,3,1,0,1,7,27,24,-48,57,0
1,1,110200,0,9,1,7,0,0,90,0,157,16.22,4,5,0,21,12,0,0,0,6,24,8,-93,0,1
1,1,111113,1,5,1,3,0,0,60,0,367,6.56,5,54,0,43,8,12,8,0,8,32,13,-92,0,1
1,1,111360,1,7,3,3,0,2,120,0,386,7.625,13,0,0,35,16,0,0,1,23,33,13,-45,124,0
1,1,112245,1,8,3,9,1,0,60,0,2262,139.325,20,103,0,127,61,18,32,1,109,279,116,-73,0,1
1,1,117435,1,11,1,3,0,0,90,1,1355,30.655,9,69,9,59,23,14,13,2,66,249,39,-24,195,0
1,1,117862,1,7,2,1,0,1,60,0,56,0,1,4,0,6,1,0,0,1,3,9,7,-66,27,0
1,1,117939,0,12,1,9,1,0,60,0,666,19.115,4,54,0,37,17,4,14,0,19,73,9,-92,171,0
1,1,121000,0,4,1,4,0,0,270,1,342,3.675,2,30,0,25,11,1,6,1,12,32,22,-51,0,1
1,1,121390,1,6,1,1,1,0,60,0,371,15.545,8,4,0,24,16,1,1,1,20,74,8,-23,0,1
1,1,124728,0,6,2,1,1,0,150,1,186,0,1,4,0,3,0,0,0,0,30,27,6,-153,7,0
1,1,125677,1,0,2,8,1,3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-276,-12,0
1,1,126912,1,1,2,8,1,1,60,0,0,28.115,0,0,0,0,0,0,0,0,0,0,0,-143,0,1
1,1,128678,0,9,2,4,1,1,90,0,782,27.56,11,70,1,56,20,2,14,1,37,69,6,-163,0,1
1,1,128965,1,11,2,6,2,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,0
1,1,130003,0,0,1,0,0,2,60,0,238,27.4,8,11,0,23,17,0,5,0,9,32,1,-50,0,1
1,1,131145,1,11,2,4,0,0,60,0,3335,148.765,19,237,1,217,68,6,37,1,110,300,75,-103,0,1
1,1,131235,1,3,1,7,1,0,60,0,744,3.185,7,43,0,30,10,4,18,3,40,116,70,-58,40,0
1,1,131609,1,6,1,4,1,0,90,0,454,0.6,7,11,0,26,8,0,1,4,23,50,43,-16,27,0
1,1,134025,1,9,2,6,0,0,60,0,2060,154.74,11,151,2,171,74,3,22,2,94,198,125,-58,0,1
1,1,134188,1,11,2,4,0,0,60,0,1150,136.055,13,121,0,130,52,10,20,0,30,56,19,-55,0,1
1,1,134336,1,10,2,8,0,0,60,0,278,44.535,6,13,0,36,10,6,2,3,22,27,10,-58,0,1
1,1,137603,1,4,4,8,1,0,60,0,1628,152.305,10,30,3,123,64,25,27,0,84,224,67,-184,0,1
1,1,138709,1,5,1,1,0,0,60,1,515,0.66,2,43,0,24,5,7,6,1,17,53,29,-16,25,0
1,1,141766,0,3,2,7,0,1,120,0,7,0,0,1,0,1,0,0,0,0,0,0,1,-25,-5,0
1,1,142819,1,7,2,4,0,0,90,0,435,121.905,7,32,0,33,23,12,14,0,19,65,12,-24,0,1
1,1,142998,0,6,3,2,1,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-108,-47,0
1,1,144923,1,10,1,7,1,1,120,0,311,26.785,3,4,0,30,16,0,3,0,30,28,20,-29,0,1
1,1,146089,1,6,3,0,0,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-53,0,1
1,1,146651,1,8,2,4,0,2,60,0,650,99.735,10,62,0,64,22,0,18,0,6,35,7,-24,0,1
1,1,147307,1,3,1,8,1,1,60,0,221,1.26,1,20,0,10,2,2,0,1,11,30,16,-79,30,0
1,1,150578,0,5,1,6,1,0,60,0,674,10.715,10,62,0,43,11,3,6,1,41,72,35,-110,0,1
1,1,157298,1,12,1,2,1,0,60,0,1332,108.815,21,116,1,86,24,2,26,0,41,131,43,-78,0,1
1,1,159596,1,11,3,8,0,0,60,0,571,32.215,4,52,0,43,21,4,7,0,31,52,22,-96,160,0
1,1,159925,0,9,2,8,0,2,70,0,2466,97.42,16,190,27,170,31,1,43,2,131,382,63,-128,0,1
1,1,160005,0,10,3,1,1,0,60,0,3922,159.375,38,456,0,197,85,31,31,1,99,377,229,-89,0,1
1,1,160401,1,3,2,8,0,1,60,0,86,0.94,2,6,0,5,2,0,0,1,6,15,10,-116,96,0
1,1,162984,1,9,0,2,1,2,220,0,93,0.8,1,14,0,11,2,0,1,0,4,12,3,-81,54,0
1,1,163067,0,12,1,4,0,0,60,0,998,118.93,17,60,0,91,71,4,14,0,30,115,46,-72,0,1
1,1,165421,1,2,3,0,1,0,60,0,1178,97.25,16,8,1,64,28,4,10,1,90,126,38,-19,0,1
1,1,165733,1,10,2,2,0,0,60,1,2275,103.39,26,171,0,130,35,13,15,3,86,304,94,-99,0,1
1,1,166342,1,5,2,0,0,0,60,0,810,162.995,9,60,1,52,13,6,8,1,42,151,28,-27,0,1
1,1,166713,1,5,1,3,0,0,60,0,2223,155.74,23,157,0,136,61,2,19,0,110,225,57,-29,0,1
1,1,166988,0,9,3,7,0,0,90,0,922,133.265,18,35,0,83,27,1,10,1,73,178,60,-37,0,1
1,1,167123,1,12,1,2,0,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-136,-122,0
1,1,167717,1,9,2,4,0,0,60,0,286,18.05,4,16,1,20,11,1,2,1,18,31,14,-25,0,1
1,1,168243,1,4,1,2,0,2,180,1,161,0.6,1,3,0,9,6,0,0,0,18,18,13,-99,44,0
1,1,169894,1,11,3,2,0,0,60,0,469,19.07,4,33,0,26,11,2,6,0,24,39,37,-37,82,0
1,1,170025,0,0,3,9,0,0,60,0,617,104.435,11,12,1,48,21,1,4,2,66,162,51,-89,0,1
1,1,171896,0,12,2,4,0,0,60,0,2082,144.665,13,196,0,127,37,46,30,5,56,175,67,-24,0,1
1,1,173004,0,2,3,6,0,0,90,0,1427,63.48,45,107,0,94,26,3,25,1,46,289,22,-59,209,0
1,1,176092,0,11,2,8,1,0,70,0,1201,98.19,7,123,0,109,28,2,20,2,52,99,26,-66,0,1
1,1,177333,0,10,1,3,0,0,120,0,1049,95.88,34,123,0,108,26,3,19,2,58,152,26,-34,0,1
1,1,177817,1,1,3,8,0,0,120,0,388,43.785,12,10,0,44,19,0,5,1,24,50,12,-22,222,0
1,1,177981,0,10,3,4,0,1,60,0,1746,143.6,24,97,4,97,37,14,13,1,89,253,53,-16,0,1
1,1,178639,1,6,1,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,1
1,1,179892,0,9,3,1,0,0,60,0,2737,140.68,7,135,4,138,57,1,35,3,88,355,75,-110,0,1
1,1,180667,1,6,2,6,1,0,60,0,1766,120.37,20,246,1,97,16,7,19,0,103,272,128,-28,0,1
1,1,180958,1,10,2,1,0,1,150,1,2785,133.01,39,158,10,193,62,5,49,1,105,420,60,-79,0,1
1,1,183714,1,11,1,4,0,0,60,1,3289,125.89,48,287,0,219,65,19,26,3,149,358,173,-310,0,1
1,1,184968,0,12,1,7,0,1,120,0,443,16.13,2,4,2,19,11,3,4,2,15,64,19,-64,74,0
1,1,187623,1,1,2,7,0,0,60,0,522,93.065,7,11,0,46,21,3,11,0,17,37,11,-72,0,1
1,1,191195,0,10,1,1,0,0,120,1,556,36.39,10,54,0,75,22,0,4,1,31,128,21,-45,0,1
1,1,191398,1,6,1,3,0,1,210,0,13,0,1,2,0,1,1,0,0,0,0,1,0,-86,27,0
1,1,191491,0,8,1,1,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-129,-5,0
1,1,191896,0,9,1,1,1,0,60,0,1338,84.645,40,59,0,77,31,1,23,0,66,267,33,-111,0,1
1,1,191972,1,2,2,4,0,4,120,0,3941,127.405,13,275,0,228,54,12,46,0,102,306,114,-227,0,1
1,1,192196,1,9,1,4,1,0,60,0,625,107.2,8,61,0,46,23,6,12,1,33,73,17,-31,0,1
1,1,196266,0,10,1,1,0,0,240,0,178,4.775,2,12,0,17,9,2,3,1,15,26,11,-60,0,1
1,1,196902,0,4,2,7,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47,-30,0
1,1,198470,0,11,2,3,0,0,60,0,262,14.52,3,6,0,17,9,0,7,1,21,24,9,-22,81,0
1,1,199782,1,4,1,4,0,0,60,0,366,1.125,2,47,0,23,8,0,1,0,10,20,7,-100,0,1
1,1,200588,1,9,2,2,0,1,150,0,348,4.11,3,27,0,26,14,0,2,1,13,32,7,-16,0,1
1,1,200957,1,11,2,4,0,1,120,0,26,0.74,4,0,0,7,1,0,0,0,1,7,2,-88,0,1
1,1,202506,1,10,3,2,0,1,150,0,129,6.085,3,9,0,16,7,2,2,1,4,22,9,-140,0,1
1,1,204996,1,9,3,4,0,0,120,0,1048,154.49,10,95,0,83,36,0,23,0,60,96,48,-55,0,1
1,1,227491,0,7,2,1,0,0,60,0,1555,28.59,26,142,4,94,20,24,22,3,64,258,41,-71,143,0
1,1,228242,0,0,3,4,0,1,145,0,983,38.945,24,50,0,66,22,1,5,0,53,213,16,-25,0,1
1,1,228543,0,0,1,1,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-207,0,1
1,1,229057,0,9,1,2,0,3,120,0,220,2.47,5,4,1,13,7,0,0,3,11,36,12,-85,0,1
1,1,230052,1,6,2,9,0,0,180,0,833,10.485,5,139,0,48,16,4,13,0,17,45,32,-25,82,0
1,1,233389,0,7,1,1,0,1,120,0,876,48.37,8,42,0,119,36,16,13,0,29,84,36,-96,0,1
1,1,233771,1,11,2,2,0,0,60,0,1998,151.89,21,265,0,181,58,5,19,2,59,174,53,-24,0,1
1,1,234740,1,7,1,0,0,0,60,0,3964,135.75,22,403,1,198,57,94,58,1,102,172,104,-23,0,1
1,1,234859,0,9,2,7,0,0,60,0,401,126.88,8,24,0,48,17,0,7,0,19,50,15,-122,0,1
1,1,234978,1,8,2,9,0,2,130,0,157,19.485,4,0,0,29,7,0,2,1,12,11,10,-3,0,1
1,1,235428,1,9,1,2,1,0,60,0,1139,28.355,14,79,0,53,15,5,44,0,76,174,46,-22,222,0
1,1,235492,1,5,2,0,1,0,60,0,337,10.97,2,21,0,19,10,5,5,1,18,26,8,-24,0,1
1,1,235584,0,8,3,8,0,0,90,0,323,5.475,5,0,0,13,7,0,2,3,16,32,32,-54,0,1
1,1,236498,0,3,3,3,0,0,60,0,1542,86.185,32,69,0,90,44,8,22,0,108,348,12,-53,0,1
1,1,236620,1,8,2,3,1,0,60,0,2290,132.075,50,186,0,176,68,23,36,0,99,348,60,-108,0,1
1,1,240389,0,8,3,8,1,0,120,0,1080,37.78,20,81,0,66,17,2,19,0,33,224,35,-237,177,0
1,1,240755,1,9,2,9,0,0,90,0,592,47.03,7,60,0,60,33,0,12,0,19,67,38,-23,206,0
1,1,240936,1,12,2,8,0,1,90,0,52,7.125,1,5,0,6,5,0,0,0,2,9,5,-116,0,1
1,1,241771,0,12,3,4,0,0,60,0,681,68.965,15,10,1,61,32,4,11,0,36,224,25,-16,0,1
1,1,241922,0,6,3,2,0,0,60,0,1477,112.32,30,179,0,116,22,12,34,1,97,170,76,-55,0,1
1,1,241971,1,11,2,6,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,-1,0
1,1,244875,1,0,2,3,0,0,60,0,1359,118.11,25,109,0,80,25,10,21,0,72,148,36,-23,0,1
1,1,244919,1,3,1,0,0,2,60,0,998,42.57,18,93,0,82,38,6,11,1,48,87,17,-30,131,0
1,1,246652,1,4,3,1,1,0,120,0,3796,132.86,31,187,9,177,61,8,28,0,113,400,106,-208,0,1
1,1,248511,0,11,2,6,1,4,120,0,842,93.665,9,55,0,84,19,8,13,1,57,100,36,-140,0,1
1,1,248994,0,4,1,0,0,0,60,0,2728,167.875,37,209,9,224,35,13,35,1,106,425,283,-79,0,1
1,1,249423,0,7,2,8,1,0,60,0,1312,95.885,28,136,0,107,15,14,24,2,37,179,52,-43,0,1
1,1,249996,0,12,1,3,0,2,150,0,1420,29.515,11,100,24,77,19,28,12,1,87,206,45,-23,0,1
1,1,251999,0,5,2,4,0,1,280,0,2482,95.16,23,137,37,114,50,8,21,2,72,221,63,-30,0,1
1,1,252149,0,8,2,2,0,1,60,0,704,170.46,7,30,0,47,36,0,5,0,63,108,16,-29,0,1
1,1,252489,0,8,2,8,0,0,60,1,1054,100.975,15,124,2,84,13,1,15,2,61,151,53,-36,0,1
1,1,255747,0,8,1,8,0,2,60,0,2736,77.445,55,163,0,144,96,7,18,1,90,172,66,-54,0,1
1,1,255902,0,8,4,9,1,0,60,0,473,58.06,11,9,0,28,14,2,9,0,35,64,27,-24,0,1
1,1,257110,0,11,2,5,0,0,115,0,31,0.34,1,0,0,3,1,0,0,0,1,9,5,-50,33,0
1,1,257369,1,6,2,8,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-183,-117,0
1,1,258310,1,7,2,0,0,1,120,0,667,25.995,20,85,0,78,17,1,6,4,19,56,27,-92,144,0
1,1,259750,1,12,1,3,0,0,60,0,38,0,1,4,0,4,1,0,0,0,1,9,2,-54,0,1
1,1,260491,0,0,2,4,0,0,60,0,3201,162.56,43,345,26,193,56,16,24,1,77,271,79,-149,0,1
1,1,260639,1,12,2,6,0,1,120,1,476,20.895,3,40,0,38,19,0,10,0,14,83,8,-4,0,1
1,1,262396,0,0,1,8,0,0,60,1,164,5.55,3,13,0,9,7,2,1,1,12,13,9,3,0,1
1,1,263524,0,10,1,6,0,0,60,0,952,34.62,15,41,0,46,36,4,10,0,35,70,13,-25,179,0
1,1,266450,1,6,2,2,0,0,60,0,1203,82.24,22,97,0,91,38,4,17,0,39,194,22,-97,0,1
1,1,266514,1,5,2,4,1,1,60,0,1625,102.525,8,226,0,136,31,9,30,0,44,111,17,-50,0,1
1,1,266757,0,8,2,2,0,2,60,0,655,24.52,6,44,0,51,31,2,3,1,12,91,29,-36,150,0
1,1,266762,0,4,2,9,0,2,120,0,222,0,0,14,1,17,2,0,2,2,22,48,12,-174,0,1
1,1,269676,1,6,1,2,1,0,70,0,3185,139.055,87,68,0,181,93,9,32,3,150,329,194,-29,0,1
1,1,270435,1,3,1,1,0,0,90,0,588,4.065,7,8,0,29,24,3,2,1,28,82,21,-47,0,1
1,1,270468,0,7,1,0,0,0,60,0,168,1.06,4,3,0,5,5,0,0,0,23,47,23,-117,0,1
1,1,270814,0,0,3,9,1,0,90,0,2330,140.105,16,188,6,161,19,14,24,3,168,391,92,-29,0,1
1,1,272313,0,0,2,5,0,2,120,0,122,0,0,14,0,8,2,1,0,0,5,17,8,-67,6,0
1,1,273339,0,7,1,0,0,0,90,0,404,60.565,18,7,0,36,18,0,7,0,21,36,4,-25,0,1
1,1,281118,0,1,1,7,0,1,70,0,756,105.335,20,63,0,57,33,22,14,0,29,51,2,-45,0,1
1,1,281271,1,10,2,3,1,0,60,1,478,6.035,1,24,0,22,9,0,4,0,34,90,28,-74,65,0
1,1,282193,1,6,0,2,0,1,120,0,1722,112.39,12,197,0,145,68,0,27,1,31,137,46,-68,0,1
1,1,283618,1,7,1,9,1,2,120,0,1338,99.625,11,169,0,96,30,4,41,0,60,122,50,-17,0,1
1,1,283783,0,1,2,7,0,1,60,0,444,6.825,2,42,1,31,13,1,5,2,11,30,24,-108,60,0
1,1,284326,0,4,1,5,0,0,150,0,538,6.115,2,39,0,29,15,1,6,2,25,62,68,-16,0,1
1,1,284734,1,3,3,4,0,1,90,0,51,2.4,1,0,0,9,2,0,0,0,4,14,6,-73,0,1
1,1,285096,1,11,1,4,1,0,60,0,3324,167.1,55,441,0,237,75,14,32,1,104,270,147,-214,0,1
1,1,285475,1,3,3,3,0,1,120,0,1415,138.67,7,213,3,156,39,1,19,1,48,72,25,-225,0,1
1,1,287432,0,4,2,3,1,0,90,0,1469,105.82,13,113,0,123,39,0,28,1,83,221,67,-185,0,1
1,1,287526,1,0,2,9,0,1,60,0,737,35.57,9,21,1,51,18,4,8,1,42,83,32,-53,102,0
1,1,289564,1,0,1,9,0,0,60,1,934,41.355,6,59,0,51,45,4,10,2,35,84,21,-54,0,1
1,1,290043,1,10,2,5,0,2,60,0,224,88.905,20,5,0,48,12,0,1,1,10,40,3,-16,0,1
1,1,291133,1,10,2,8,0,0,60,0,2865,156.73,11,432,2,195,33,17,16,1,127,254,161,-83,0,1
1,1,292694,0,3,2,7,0,0,120,0,139,0,2,17,0,11,2,2,0,2,4,23,11,-213,32,0
1,1,292713,1,8,1,4,0,0,60,1,321,16.735,5,51,0,39,7,0,1,0,5,17,3,-29,0,1
1,1,292741,1,8,2,8,0,0,90,0,19,0,0,0,0,2,0,0,0,2,1,3,4,-25,0,1
1,1,297582,1,7,1,2,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-103,27,0
1,1,298040,0,8,3,8,0,0,60,0,6834,149.32,29,400,23,222,76,36,59,1,331,907,375,-100,0,1
1,1,298497,1,7,1,0,0,0,70,0,2039,94.315,42,209,0,100,30,17,26,1,61,322,26,-23,0,1
1,1,304734,1,0,3,7,1,1,60,0,667,137.71,13,31,0,54,24,4,6,0,31,84,22,-54,0,1
1,1,304893,1,6,2,4,0,0,120,0,181,12.765,4,4,0,29,15,0,0,1,11,21,7,-9,224,0
1,1,305313,0,0,1,2,0,0,180,1,31,0,0,0,0,6,1,0,0,2,4,5,6,-83,10,0
1,1,305702,0,9,2,1,0,0,120,0,179,11.995,6,2,0,23,15,0,0,0,17,17,8,-2,157,0
1,1,307158,0,10,1,2,0,0,90,1,266,6.185,9,21,0,24,10,0,4,0,4,27,13,-18,0,1
1,1,307290,0,12,3,3,0,2,120,0,464,94.75,7,36,0,38,11,11,15,0,33,27,1,-22,0,1
1,1,307291,0,2,2,9,0,0,60,0,1169,14.12,8,80,1,52,9,5,12,5,77,161,80,-44,79,0
1,1,307932,1,10,3,9,0,0,120,0,232,1.9,3,12,0,15,12,0,1,1,9,14,14,-12,138,0
1,1,308589,1,11,2,2,0,3,120,0,270,26.145,5,17,0,35,15,0,17,0,16,25,2,-9,0,1
1,1,308767,0,2,1,6,0,1,120,0,460,34.78,11,15,0,27,14,4,12,0,22,81,0,-9,0,1
1,1,309580,0,1,3,5,1,0,60,0,6180,176.265,79,291,21,250,125,89,72,2,143,818,80,-30,0,1
1,1,310865,1,10,2,4,0,1,120,1,160,0,0,14,0,8,1,1,2,0,3,10,10,-66,51,0
1,1,311117,1,10,2,0,0,0,60,1,402,0,1,22,0,24,1,2,0,2,22,83,28,-25,215,0
1,1,312518,0,11,1,1,0,1,210,0,63,1.26,1,7,0,7,3,1,0,0,1,9,3,-58,159,0
1,1,316289,0,0,3,9,0,0,60,0,1713,137.885,43,179,1,147,40,12,32,1,50,178,65,-96,0,1
1,1,316772,1,1,2,6,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-280,-191,0
1,1,320014,0,9,3,2,1,0,60,0,1332,145.63,16,90,1,74,22,2,25,0,71,206,48,-74,0,1
1,1,321525,1,0,2,2,0,2,60,0,567,93.17,5,40,0,39,15,4,6,0,35,74,6,-44,0,1
1,1,321744,1,12,1,9,0,0,60,0,248,13.595,5,15,0,19,16,0,1,1,15,38,15,-51,0,1
1,1,323146,0,9,2,8,0,3,240,0,287,27.405,11,3,1,33,17,0,2,0,22,85,6,-59,0,1
1,1,324268,1,8,1,0,0,0,60,0,387,7.26,3,14,0,28,9,4,3,0,10,52,28,-89,57,0
1,1,324691,0,12,2,4,1,0,60,0,2019,130.995,40,169,0,106,26,28,27,4,88,334,64,-94,0,1
1,1,325565,1,6,1,0,0,2,120,0,52,0.98,2,3,0,8,3,0,0,0,0,4,1,-29,0,1
1,1,327024,0,8,2,9,1,2,120,0,1375,81.305,20,172,0,101,23,7,41,1,29,73,14,-2,0,1
1,1,327997,1,5,1,5,0,1,210,0,525,7.69,4,47,0,31,5,10,1,2,22,66,21,-21,83,0
1,1,329689,0,10,1,5,1,0,120,0,1102,26.605,15,92,2,92,30,25,7,2,36,153,63,-102,0,1
1,1,329967,1,8,1,0,0,0,120,0,185,1.7,2,14,0,23,4,2,0,2,14,18,8,-21,0,1
1,1,330067,1,12,2,9,0,2,60,0,1292,138.58,16,65,17,95,42,12,2,1,35,115,16,-30,0,1
1,1,331232,1,8,1,9,0,0,90,0,931,132.15,7,52,0,91,15,1,14,0,47,119,48,-74,0,1
1,1,331351,1,4,2,1,0,0,90,0,7,0,0,0,0,1,1,0,0,0,0,1,1,-73,0,1
1,1,333856,0,10,2,4,0,1,120,1,1015,103.84,16,29,0,54,31,5,18,0,36,152,15,-28,0,1
1,1,334294,0,0,2,7,1,1,225,0,230,7.945,12,9,0,20,5,0,0,0,10,55,5,-90,54,0
1,1,335020,0,4,2,7,1,0,60,0,2006,143.145,44,83,9,130,24,20,28,5,116,299,88,-43,0,1
1,1,335264,0,10,2,3,0,0,60,1,264,0,0,17,0,5,1,0,5,1,3,24,15,-88,10,0
1,1,335607,0,6,2,6,1,0,180,0,780,6.45,3,94,4,46,8,7,3,1,45,100,37,-117,45,0
1,1,336112,1,7,2,2,0,1,120,0,284,34.3,2,18,1,22,15,3,8,0,24,32,0,-68,0,1
1,1,336684,1,11,2,3,0,0,60,0,2086,135.245,28,131,5,111,62,3,8,3,78,397,37,-55,0,1
1,1,336696,0,7,2,0,0,0,60,0,472,115.43,21,18,0,45,17,3,16,0,28,48,17,-25,0,1
1,1,337048,1,9,2,2,0,2,130,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,-8,199,0
1,1,337414,0,0,2,7,0,1,60,0,2088,33.55,46,81,0,89,45,9,11,2,73,334,17,-43,216,0
1,1,338076,1,10,3,5,0,0,90,0,276,115.545,13,11,0,43,8,2,0,1,24,39,7,-27,0,1
1,1,338669,1,6,1,7,0,0,60,0,125,1,1,7,0,6,5,0,0,0,6,15,3,-5,45,0
1,1,339481,1,3,2,3,0,0,60,0,817,25.395,12,144,0,80,28,6,13,0,15,31,11,-89,0,1
1,1,340399,0,1,1,6,0,2,120,0,102,1,2,0,0,12,6,0,0,0,12,25,2,-51,0,1
1,1,342176,1,7,1,6,1,1,120,0,37,0,0,0,0,2,0,0,0,2,4,6,5,-46,6,0
1,1,343427,0,4,1,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,-1,0
1,1,344199,1,8,1,6,1,0,70,0,1793,8.96,19,79,1,62,33,3,15,2,91,214,99,-60,52,0
1,1,344367,1,5,1,3,0,1,120,0,1199,79.765,26,97,0,91,21,4,7,0,32,222,9,-61,0,1
1,1,344474,1,11,2,5,0,0,75,0,742,32.215,9,47,0,44,38,1,11,0,23,60,23,-16,200,0
1,1,344873,0,11,2,6,0,0,60,0,1178,112.14,10,90,2,55,26,21,16,0,66,157,57,-23,0,1
1,1,345257,1,7,2,5,0,1,60,0,1081,62.59,22,119,0,75,35,4,15,0,39,98,12,-16,0,1
1,1,345313,1,8,2,8,0,0,90,0,563,66.245,11,10,0,59,37,0,7,0,45,53,11,-16,0,1
1,1,345568,0,12,2,1,0,0,60,0,228,24.85,5,2,0,20,9,0,1,1,12,25,13,-52,0,1
1,1,347210,1,5,3,0,2,0,90,0,175,0,2,3,0,9,3,0,0,0,9,30,8,-27,39,0
1,1,348790,1,1,3,6,0,0,60,0,1694,34.89,15,104,0,81,44,12,20,3,55,156,92,-16,123,0
1,1,349145,0,10,1,8,1,1,120,0,28,0,0,0,0,1,1,0,0,0,3,5,4,-106,9,0
1,1,350398,0,0,3,6,1,1,60,0,710,25.715,8,42,0,44,23,2,10,1,15,80,41,-43,122,0
1,1,350690,0,12,1,2,0,1,150,0,1566,32.28,19,164,0,102,29,10,12,0,52,219,45,-55,100,0
1,1,351512,1,11,3,6,0,0,60,0,1095,57.335,13,74,7,82,23,4,9,2,75,193,53,-48,0,1
